id,Title,Year of release,Running time,Movie Rated,Rating,Description,Director
617, The Ring Two,2005,1h 50m,PG-13,5.4,"6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.",Hideo Nakata
618, Collateral Damage,2002,1h 48m,R,5.5,"After his family is killed by a terrorist act, a firefighter goes in search of the one responsible.",Andrew Davis
619, The Longest Day,1962,2h 58m,G,7.7,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",Ken Annakin
620, The SpongeBob SquarePants Movie,2004,1h 27m,PG,7.2,"SpongeBob takes leave from Bikini Bottom in order to track down, with Patrick, King Neptune's stolen crown.",Stephen Hillenburg
621, Raise Your Voice,2004,1h 43m,PG,5.8,"Terri Fletcher is a small town girl with the voice of a big-time singer. When personal tragedy interrupts her steady life, Terri defies her father's wishes and secretly heads off to spend a summer at a Los Angeles performing arts academy.",Sean McNamara
622, The Naked Gun 2½: The Smell of Fear,1991,1h 25m,PG-13,6.9,Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.,David Zucker
623, White Men Can't Jump,1992,1h 55m,R,6.8,"Two basketball hustlers, black Sidney Deane and white Billy Hoyle, join forces to double their chances of winning money on the street courts as well as in a tournament.",Ron Shelton
624, Mindhunters,2004,1h 46m,R,6.3,"A group of FBI trainees are taken to a remote island for simulation training. However, once there, they realize that they are being hunted by a serial killer, who might be someone amidst them.",Renny Harlin
625, The Forgotten,2004,1h 31m,PG-13,5.8,"After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work.",Joseph Ruben
626, Monster House,2006,1h 31m,PG,6.7,"Three teens discover that their neighbor's house is really a living, breathing, scary monster.",Gil Kenan
627, Resident Evil: Degeneration,2008,1h 38m,R,6.4,"Leon S. Kennedy and Claire Redfield must battle a rogue warrior seeking revenge after unleashing the deadly G-Virus, whilst a mutated monster goes on a rampage.",Makoto Kamiya
628, Police Academy 4: Citizens on Patrol,1987,1h 28m,PG,5,The misfit Police Academy (1984) graduates now are assigned to train a group of civilian volunteers to fight crime once again plaguing the streets.,Jim Drake
629, Street Fighter,1994,1h 42m,PG-13,4.1,"In the midst of a civil war in South East Asia, a general intensifies the climate of violence by kidnapping 63 UN delegates. To free the hostages, a colonel leads a group of fighters, who will have to use all their skills to be successful.",Steven E. de Souza
630, Bride & Prejudice,2004,2h 2m,PG-13,6.2,"A modern adaptation of Jane Austen's classic novel, Pride and Prejudice, that features the lives of four unmarried daughters in an Indian family.",Gurinder Chadha
631, About Schmidt,2002,2h 5m,R,7.2,"Newly retired from the insurance industry, Omaha native Warren Schmidt embarks on an RV journey to his estranged daughter Jeannie's wedding in Denver Colorado, only to discover more about himself and life than he ever expected.",Alexander Payne
632, Employee of the Month,2006,1h 43m,PG-13,5.6,"A slacker competes with a repeat winner for the ""Employee of the Month"" title at work, in order to gain the affections of a new female employee.",Greg Coolidge
633, Brother Bear,2003,1h 25m,G,6.9,"When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.",Aaron Blaise
634, Dumbo,1941,1h 4m,G,7.2,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",Samuel Armstrong
635, The Karate Kid Part II,1986,1h 53m,PG,6.1,"Daniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently makes a new rival of his own.",John G. Avildsen
636, Kiss of the Dragon,2001,1h 38m,R,6.6,A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.,Chris Nahon
637, Crocodile Dundee,1986,1h 37m,PG-13,6.6,"American reporter Sue Charlton travels to the Australian outback to meet eccentric poacher Mick ""Crocodile"" Dundee and invites him to New York City, where he comes face-to-face with the complexities of modern life. Can this bushman adapt?",Peter Faiman
638, Escape from L,1996,1h 41m,R,5.7,"Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.",John Carpenter
639, The Messenger: The Story of Joan of Arc,1999,2h 28m,R,6.4,A young girl receives a vision that drives her to rid France of its oppressors.,Luc Besson
640, The Fox and the Hound,1981,1h 23m,G,7.2,"A fox named Tod and a hound named Copper vow to be best friends forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test.",Ted Berman
641, Bandidas,2006,1h 33m,PG-13,5.7,"In turn-of-the-century Mexico, two very different women become a bank-robbing duo in an effort to combat a ruthless enforcer terrorizing their town.",Joachim Rønning
642, Big Momma's House 2,2006,1h 39m,PG-13,4.8,An FBI agent reprises his disguise as a corpulent old lady and takes a job as a nanny in a crime suspect's house.,John Whitesell
643, Lethal Weapon 3,1992,1h 58m,R,6.7,Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,Richard Donner
644, Escape from Alcatraz,1979,1h 52m,PG,7.6,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most infamous prisons in the world.",Don Siegel
645, Deuce Bigalow: European Gigolo,2005,1h 23m,R,4.7,"Deuce is tricked again into man-whoring by T.J., only in Amsterdam while other man-whores are being murdered in his midst.",Mike Bigelow
646, Taxi,1998,1h 29m,Not Rated,7,"To work off his tarnished driving record, a hip taxi driver must chauffeur a loser police inspector on the trail of German bank robbers.",Gérard Pirès
647, Black Sheep,2006,1h 27m,Not Rated,5.8,An experiment in genetic engineering turns harmless sheep into bloodthirsty killers that terrorize a sprawling New Zealand farm.,Jonathan King
648, Imagine That,2009,1h 47m,PG,5.6,"A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.",Karey Kirkpatrick
649, Over Her Dead Body,2008,1h 35m,PG-13,5.3,A ghost tries to sabotage her former boyfriend's current relationship with a psychic.,Jeff Lowell
650, Mad Max Beyond Thunderdome,1985,1h 47m,PG-13,6.2,"After being exiled from the most advanced town in post-apocalyptic Australia, a drifter travels with a group of abandoned children to rebel against the town's queen.",George Miller
651, Coneheads,1993,1h 28m,PG,5.4,Aliens with conical crania crash-land on Earth.,Steve Barron
652, Lady and the Tramp,1955,1h 16m,G,7.3,The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.,Clyde Geronimi
653, The Butterfly Effect 3: Revelations,2009,1h 30m,R,5.6,Sam Reide uses his power to time travel to solve the mystery of his girlfriend's death.,Seth Grossman
654, Charlotte's Web,2006,1h 37m,G,6.3,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",Gary Winick
655, The Butterfly Effect 2,2006,1h 32m,R,4.5,Nick Larson discovers a supernatural way to alter his life and travel back in time to key moments in his life by looking at photographs.,John R. Leonetti
656, Jaws 2,1978,1h 56m,PG,5.8,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,Jeannot Szwarc
657, Glory Road,2006,1h 58m,PG,7.2,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",James Gartner
658, Scooby-Doo 2: Monsters Unleashed,2004,1h 33m,PG,5.3,The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.,Raja Gosnell
659, RoboCop 2,1990,1h 57m,R,5.8,"RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2.",Irvin Kershner
660, Mean Machine,2001,1h 39m,R,6.4,A football star jailed for assault leads a group of inmates in a match against prison guards.,Barry Skolnick
661, Don't Say a Word,2001,1h 53m,R,6.3,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret...",Gary Fleder
662, Garfield: The Movie,2004,1h 20m,PG,5,"Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.",Peter Hewitt
663, Small Soldiers,1998,1h 50m,PG-13,6.3,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",Joe Dante
664, Taxi,2004,1h 37m,PG-13,4.6,A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.,Tim Story
665, Femme Fatale,2002,1h 54m,R,6.2,"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.",Brian De Palma
666, Daddy Day Care,2003,1h 32m,PG,5.6,Two men named Charlie Hinton and Phil Ryerson get laid off and have to become stay-at-home fathers when they can't find jobs. This inspires them to open their own day care center.,Steve Carr
667, Blue Streak,1999,1h 33m,PG-13,6.4,A former convict poses as a cop to retrieve a diamond he stole years ago.,Les Mayfield
668, The Cat in the Hat,2003,1h 22m,PG,4.1,Two bored children have their lives turned upside down when a talking cat comes to visit them.,Bo Welch
669, Cats & Dogs,2001,1h 27m,PG,5.2,"A look at the top-secret, high-tech espionage war going on between cats and dogs, of which their human owners are blissfully unaware.",Lawrence Guterman
670, Baise-moi,2000,1h 17m,Not Rated,4.4,"Two young women, marginalised by society, go on a destructive tour of sex and violence. Breaking norms and killing men - and shattering the complacency of polite cinema audiences.",Virginie Despentes
671, Beverly Hills Cop II,1987,1h 43m,R,6.6,"Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it.",Tony Scott
672, Dragonfly,2002,1h 44m,PG-13,6.1,A grieving doctor is being contacted by his deceased wife through her patients' near death experiences.,Tom Shadyac
673, Captivity,2007,1h 36m,R,4.6,"A man and a woman awaken to find themselves trapped in a cellar. As their kidnapper drives them mad, the truth about their horrific abduction is revealed.",Roland Joffé
674, Bride of Chucky,1998,1h 29m,R,5.6,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll.",Ronny Yu
675, Cube²: Hypercube,2002,1h 34m,R,5.5,"Eight strangers awaken with no memory, in a puzzling cube-shaped room where the laws of physics do not always apply.",Andrzej Sekula
676, Ginger Snaps,2000,1h 48m,Not Rated,6.8,"Two death-obsessed sisters, outcasts in their suburban neighborhood, must deal with the tragic consequences when one of them is bitten by a deadly werewolf.",John Fawcett
677, Strange Wilderness,2008,1h 27m,R,5.2,"With the ratings dropping for a wilderness-themed television show, two animal fans go to the Andes Mountains in search of Bigfoot.",Fred Wolf
678, The Hunted,2003,1h 34m,R,6.1,An FBI deep-woods tracker attempts to capture a trained assassin who has made a sport of hunting humans.,William Friedkin
679, Ladder 49,2004,1h 55m,PG-13,6.5,"A firefighter, injured and trapped in a burning building, has flashbacks of his life as he drifts in and out of consciousness. Meanwhile, fellow firefighters led by the Chief attempt to rescue him.",Jay Russell
680, Bulletproof Monk,2003,1h 44m,PG-13,5.5,"Based on the very underground comic book of the same name, a Tibetan monk becomes a mentor to a young street punk and tries teaching him how to protect the scroll of ultimate power from a secret Nazi organization bent on world domination.",Paul Hunter
681, Bean,1997,1h 29m,PG-13,6.5,The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.,Mel Smith
682, Jason X,2001,1h 32m,R,4.4,"Jason Voorhees is cryogenically frozen at the beginning of the 21st century, and is discovered in the 25th century and taken to space. He gets thawed, and begins stalking and killing the crew of the spaceship that's transporting him.",James Isaac
683, Cocoon,1985,1h 57m,PG-13,6.7,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.",Ron Howard
684, National Security,2003,1h 28m,PG-13,5.6,Two mismatched security guards are thrown together to bust a smuggling operation.,Dennis Dugan
685, The Grudge 2,2006,1h 42m,PG-13,5,Three interwoven stories about a terrible curse. A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo; a mean high school prank goes horribly wrong; a woman with a deadly secret moves into a Chicago apartment building.,Takashi Shimizu
686, I Spy,2002,1h 37m,PG-13,5.4,A professional athlete has to help a U.S. government agent recover a missing jet.,Betty Thomas
687, Bubble Boy,2001,1h 24m,PG-13,5.7,Bubble Boy's been in a bubble all his life due to no immune system. A cute blonde girl befriends BB. Her boyfriend proposes and BB decides to travel across USA to Niagara Falls to stop the wedding.,Blair Hayes
688, Changing Lanes,2002,1h 38m,R,6.5,"A young lawyer and a businessman share a small automobile accident, and their mutual road rage escalates into a feud.",Roger Michell
689, Stuck on You,2003,1h 58m,PG-13,5.8,Conjoined twins from Martha's Vineyard move to Los Angeles so that one of them can pursue an acting career.,Bobby Farrelly
690, Spirit: Stallion of the Cimarron,2002,1h 23m,G,7.2,A captured mustang remains determined to return to his herd no matter what.,Kelly Asbury
691, Show Me Love,1998,1h 29m,Not Rated,7.5,"Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin.",Lukas Moodysson
692, Beverly Hills Ninja,1997,1h 28m,PG-13,5.6,A man tries to rescue a woman with a little help from his half brother.,Dennis Dugan
693, Dragon Wars: D-War,2007,1h 47m,PG-13,3.5,"Once in 500 years, ancient mythical creatures come to Earth, wreaking havoc and destruction. This time they must be stopped.",Hyung-rae Shim
694, George of the Jungle,1997,1h 32m,PG,5.5,A man raised in the jungle by apes falls in love with a wealthy American heiress.,Sam Weisman
695, White Noise,2005,1h 41m,PG-13,5.5,An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.,Geoffrey Sax
696, Beethoven,1992,1h 27m,PG,5.7,"A slobbering St. Bernard becomes the center of attention for George and Alice Newton's loving family, who must contend with dog-napping local veterinarian Dr. Herman Varnick and his henchmen Harvey and Vernon.",Brian Levant
697, Herbie Fully Loaded,2005,1h 41m,G,4.9,"Maggie Peyton, the new owner of Herbie, Number 53, the free-wheelin' Volkswagen bug with a mind of its own, puts the car through its paces on the road to becoming a NASCAR competitor.",Angela Robinson
698, A Nightmare on Elm Street 3: Dream Warriors,1987,1h 36m,R,6.7,"A psychiatrist, familiar with knife-wielding dream demon, Freddy Krueger, helps teens at a mental hospital battle the killer who is invading their dreams.",Chuck Russell
699, Seed of Chucky,2004,1h 27m,R,4.9,"Chucky and Tiffany are resurrected by their innocent gender-confused child, Glen/Glenda, and hit Hollywood, where a movie depicting the killer dolls' murder spree is underway.",Don Mancini
700, Bratz,2007,1h 50m,PG,3.1,"During their first year of high school, four best girlfriends face off against the domineering student body President, who wants to split them up into different social cliques.",Sean McNamara
701, Biker Boyz,2003,1h 50m,PG-13,4.7,A son of the leader of a legendary group of an urban biker gang tries to retain his championship title.,Reggie Rock Bythewood
702, Exorcist: The Beginning,2004,1h 54m,R,5.1,"In 1947, having abandoned his faith, Father Merrin joins an archaeological excavation in Kenya, where an ancient church has been unearthed and something much older waits to be awoken.",Renny Harlin
703, Dennis the Menace,1993,1h 34m,PG,5.7,"When his parents must go out of town on business, Dennis stays with Mr. and Mrs. Wilson. He is driving Mr. Wilson crazy, but he is just trying to be helpful, even to the thief who has arrived in town.",Nick Castle
704, Boat Trip,2002,1h 34m,R,4.9,"Two straight men mistakenly end up on a ""gays only"" cruise.",Mort Nathan
705, Richie Rich,1994,1h 35m,PG,5.4,"Richie Rich is the richest kid in the world. The one thing Richie doesn't have is friends. When his parents suddenly go missing, Richie hooks up with a group of kids who just might fill the void in his life, while helping save his folks.",Donald Petrie
706, Jesus Christ Superstar,1973,1h 46m,G,7.4,"Film version of the musical stage play, presenting the last few weeks of Christ's life told in an anachronistic manner.",Norman Jewison
707, Eight Legged Freaks,2002,1h 39m,PG-13,5.5,Venomous spiders get exposed to a noxious chemical that causes them to grow to monumental proportions.,Ellory Elkayem
708, The Nutty Professor,1996,1h 35m,PG-13,5.7,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,Tom Shadyac
709, Swimfan,2002,1h 25m,PG-13,5.1,A high school senior with a promising swimming career has a one-night stand with consequences.,John Polson
710, A Goofy Movie,1995,1h 18m,G,6.9,"When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy.",Kevin Lima
711, Goal II: Living the Dream,2007,1h 55m,PG-13,5.8,"When Newcastle United soccer star Santiago Muñez (Kuno Becker) is offered a spot with Real Madrid, he accepts, but the move - accompanied by big money and fame - tests his ties and loyalties to family, friends, and business acquaintances.",Jaume Collet-Serra
712, Like Mike,2002,1h 39m,PG,5.4,"A 13-year-old orphan becomes an NBA superstar after trying on a pair of sneakers with the faded initials ""MJ"" inside them.",John Schultz
713," Legally Blonde 2: Red, White & Blonde",2003,1h 35m,PG-13,4.8,"Elle Woods heads to Washington, D.C. to join the staff of a Representative in order to pass a bill to ban animal testing.",Charles Herman-Wurmfeld
714, The Karate Kid Part III,1989,1h 52m,PG,5.3,"Ostracised villain John Kreese attempts to gain revenge on Daniel and Miyagi, with the help of a Vietnam War comrade, the wealthy owner of a toxic waste disposal business.",John G. Avildsen
715, Beverly Hills Cop III,1994,1h 44m,R,5.5,"Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.",John Landis
716, Doctor Dolittle,1998,1h 25m,PG-13,5.4,A doctor discovers that he can communicate with animals.,Betty Thomas
717, Jingle All the Way,1996,1h 29m,PG,5.7,"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out, and he must travel all over town and compete with everybody else in order to find one.",Brian Levant
718, Jeepers Creepers 2,2003,1h 44m,R,5.7,"Set a few days after the original, a championship basketball team's bus is attacked by The Creeper, the winged, flesh-eating terror, on the last day of his 23-day feeding frenzy.",Victor Salva
719, Bowfinger,1999,1h 37m,PG-13,6.5,"When a desperate movie producer fails to get a major star for his bargain-basement film, he decides to shoot the film secretly around him.",Frank Oz
720, Spy Kids 2: Island of Lost Dreams,2002,1h 40m,PG,5.3,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",Robert Rodriguez
721, The Tuxedo,2002,1h 38m,PG-13,5.4,A hapless chauffeur must take a comatose Secret Agent's place using his special gadget-laden tuxedo.,Kevin Donovan
722, Asterix & Obelix: Mission Cleopatra,2002,1h 47m,PG,6.7,"Cleopatra, queen of Egypt, believes she can build a temple in record time and makes a bet with Julius Caesar. Her architect, however, needs the help of Asterix and Obelix to fight Romans who try to stop the construction.",Alain Chabat
723, Open Water,2003,1h 19m,R,5.8,Based on the true story of two scuba divers accidentally stranded in shark infested waters after their tour boat has left.,Chris Kentis
724, The Great Mouse Detective,1986,1h 14m,G,7.1,"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.",Ron Clements
725, RoboCop 3,1993,1h 44m,PG-13,4.2,"Robocop saves the day once more. This time the half man/half robot takes on ruthless developers who want to evict some people on ""their"" land.",Fred Dekker
726, Ravenous,1999,1h 41m,R,6.9,"In a remote military outpost in the 19th century, Captain John Boyd and his regiment embark on a rescue mission which takes a dark turn when they are ambushed by a sadistic cannibal.",Antonia Bird
727, The Animatrix,2003,1h 40m,PG-13,7.3,A collection of nine short films featuring stories related to The Matrix (1999).,Peter Chung
728, Mr,2007,1h 27m,PG-13,5.2,"Taken aback by his mother's wedding announcement, a young man returns home in an effort to stop her from marrying his old high school gym teacher, a man who made middle school hell for generations of students.",Craig Gillespie
729, The Grudge 3,2009,1h 30m,R,4.6,"A young Japanese woman who holds the key to stopping the evil spirit of Kayako, travels to the haunted Chicago apartment from the sequel, to stop the curse of Kayako once and for all.",Toby Wilkins
730, Speed 2: Cruise Control,1997,2h 1m,PG-13,3.9,A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.,Jan de Bont
731, Gremlins 2: The New Batch,1990,1h 46m,PG-13,6.4,"The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper.",Joe Dante
732, A Nightmare on Elm Street 2: Freddy's Revenge,1985,1h 27m,R,5.4,"A teenage boy is haunted in his dreams by deceased child murderer Freddy Krueger, who is out to possess him in order to continue his reign of terror in the real world.",Jack Sholder
733, Dance of the Dead,2008,1h 27m,R,5.8,"On the night of the big High-School Prom, the dead rise to eat the living, and the only people who can stop them are the losers who couldn't get dates to the dance.",Gregg Bishop
734, The Deaths of Ian Stone,2007,1h 27m,R,5.5,"An all-American guy is murdered each day by horrifying pursuers, only to wake up in slightly different lives to experience the terror of being murdered again.",Dario Piana
735, Volcano,1997,1h 44m,PG-13,5.5,A volcano erupts in downtown Los Angeles and a city official and a seismologist try to stop its inevitable flow through the city.,Mick Jackson
736, Police Academy 2: Their First Assignment,1985,1h 27m,PG-13,5.8,When a new gang moves into town it's up to the screwball police team to stop them.,Jerry Paris
737, New Nightmare,1994,1h 52m,R,6.4,A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?,Wes Craven
738, The Santa Clause,1994,1h 37m,PG,6.6,"When a man inadvertently makes Santa fall off his roof on Christmas Eve, he finds himself magically recruited to take his place.",John Pasquin
739, Black Knight,2001,1h 35m,PG-13,4.9,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After sustaining a blow to the head, he awakens to find himself in 14th century England.",Gil Junger
740, Forrest Gump,1994,2h 22m,PG-13,8.8,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",Robert Zemeckis
741, Titanic,1997,3h 14m,PG-13,7.9,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",James Cameron
742, Memento,2000,1h 53m,R,8.4,"Leonard Shelby, an insurance investigator, suffers from anterograde amnesia and uses notes and tattoos to hunt for the man he thinks killed his wife, which is the last thing he remembers.",Christopher Nolan
743, American History X,1998,1h 59m,R,8.5,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps.",Tony Kaye
744, V for Vendetta,2005,2h 12m,R,8.1,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.",James McTeigue
745, Goodfellas,1990,2h 25m,R,8.7,"The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",Martin Scorsese
746, Iron Man,2008,2h 6m,PG-13,7.9,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Jon Favreau
747, Casino Royale,2006,2h 24m,PG-13,8,"After earning a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, in Montenegro.",Martin Campbell
748, Spider-Man,2002,2h 1m,PG-13,7.4,"After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",Sam Raimi
749, Pirates of the Caribbean: Dead Man's Chest,2006,2h 31m,PG-13,7.4,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",Gore Verbinski
